Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 23 - Feature 78	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.152893	1.924297	0.518862	0.454545	0.681818	71	133	105.081081	106	7776	Histogram-79.csv
Measurement 23 - Feature 79	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.039256	0.971089	0.523118	0.272727	0.272727	82	133	108.684211	109	2065	Histogram-80.csv
Measurement 23 - Feature 80	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.084711	1.487633	0.481013	0.363636	0.454545	56	111	98.512195	103	4039	Histogram-81.csv
Measurement 23 - Feature 81	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.055785	0.891209	0.88261	0.272727	0.272727	83	120	106.777778	107	2883	Histogram-82.csv
Measurement 23 - Feature 82	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.119835	1.696078	0.523481	0.545455	0.409091	92	125	108.362069	108	6285	Histogram-83.csv
Measurement 23 - Feature 83	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.10124	1.749331	0.415735	0.681818	0.272727	51	117	99.836735	106	4892	Histogram-84.csv
Measurement 23 - Feature 84	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.049587	0.971089	0.660781	0.409091	0.136364	86	107	100.833333	99	2420	Histogram-85.csv
Measurement 23 - Feature 85	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.126033	1.704823	0.544924	0.318182	0.636364	68	120	100.934426	107	6157	Histogram-86.csv
Measurement 23 - Feature 86	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.121901	1.538602	0.647089	0.545455	0.318182	49	128	97.101695	105	5729	Histogram-87.csv
Measurement 23 - Feature 87	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.078512	1.950923	0.25922	0.363636	0.818182	43	120	98.421053	103	3740	Histogram-88.csv
Measurement 23 - Feature 88	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.119835	1.474319	0.692802	0.363636	0.5	79	128	108	108	6264	Histogram-89.csv
